student_id,age,gender,country,education_level,course_category,platform,course_duration_weeks,hours_per_week,quiz_scores_avg,assignment_completion_rate,forum_posts,videos_watched_pct,device,internet_speed,previous_courses_completed,financial_aid,course_price_usd,self_motivation_score,time_management_score,learning_disability,employment_status,completion_status,final_grade,satisfaction_rating
2842,19,Male,China,High School,AI/ML,Coursera,26,26,83.32,21.04,0,11.15,Mobile,Fast,17,No,53.74,7,9,No,Student,Completed,B,4.3
2843,22,Male,Brazil,High School,DevOps,LinkedIn Learning,11,1,51.63,52.95,56,77.75,Desktop,Medium,8,No,126.0,3,4,No,Employed,Completed,F,3.3
2844,43,Male,Canada,Bachelor's,Web Development,LinkedIn Learning,47,13,94.39,73.55,75,11.97,Mobile,Medium,9,Yes,61.75,9,2,No,Employed,Completed,A,4.4
2845,43,Male,USA,Master's,Data Science,LinkedIn Learning,37,20,47.82,87.01,26,10.59,Mobile,Fast,18,No,48.68,10,1,No,Employed,In Progress,F,3.2
2846,19,Female,USA,Bachelor's,Data Science,Codecademy,3,15,43.31,15.65,24,2.82,Mobile,Fast,3,No,148.23,5,1,No,Employed,In Progress,F,3.6
2847,37,Female,Canada,Bachelor's,Mobile Development,Codecademy,26,5,45.01,98.54,85,95.55,Desktop,Fast,20,Yes,161.82,2,8,No,Employed,In Progress,F,3.5
2848,27,Female,Germany,Bachelor's,AI/ML,edX,34,5,35.97,90.67,61,78.57,Tablet,Fast,12,No,125.14,9,1,No,Student,Completed,F,4.1
2849,18,Male,Nigeria,High School,Data Science,LinkedIn Learning,33,14,16.67,96.28,97,33.33,Laptop,Slow,9,Yes,156.83,8,5,No,Unemployed,Completed,F,3.2
2850,37,Female,Brazil,High School,Mobile Development,Coursera,15,14,84.21,85.27,17,37.64,Desktop,Fast,12,No,73.14,8,8,No,Student,Completed,B,4.5
2851,17,Male,Canada,High School,Mobile Development,Pluralsight,2,14,38.91,87.77,79,5.94,Mobile,Medium,11,No,14.36,1,7,No,Employed,Completed,F,4.2
2852,39,Male,Mexico,High School,Digital Marketing,Pluralsight,28,5,52.91,59.88,92,15.79,Desktop,Medium,2,No,120.98,4,7,No,Student,Completed,F,4.2
2853,49,Female,Nigeria,Master's,Web Development,Coursera,20,11,1.99,84.53,29,31.15,Laptop,Fast,18,No,51.2,7,8,No,Unemployed,Completed,F,2.5
2854,42,Female,USA,Master's,AI/ML,edX,38,19,6.03,53.4,29,38.79,Desktop,Medium,8,No,155.5,6,3,No,Employed,In Progress,F,2.6
2855,16,Female,France,Master's,Cloud Computing,Codecademy,44,5,59.72,53.82,83,62.0,Laptop,Medium,12,No,71.62,9,5,Yes,Student,Completed,F,4.8
2856,23,Female,Mexico,Bachelor's,AI/ML,Coursera,16,4,87.92,56.26,46,35.03,Laptop,Fast,7,No,134.13,8,2,No,Employed,Completed,B,4.0
2857,38,Female,Brazil,Master's,Web Development,Udemy,46,15,49.34,99.63,21,95.46,Mobile,Fast,3,No,110.57,9,5,No,Employed,Dropped,F,1.6
2858,53,Female,India,Bachelor's,Web Development,Udemy,4,21,16.5,10.44,41,34.28,Mobile,Slow,20,No,163.5,4,5,No,Employed,In Progress,F,2.9
2859,21,Female,France,Bachelor's,UX Design,Udemy,8,7,11.61,80.56,33,94.16,Laptop,Fast,8,Yes,166.46,8,2,No,Student,In Progress,F,2.7
2860,37,Female,India,Bachelor's,Web Development,Coursera,44,5,89.98,27.33,62,72.99,Laptop,Medium,6,Yes,13.66,6,10,No,Student,Completed,B,4.8
2861,40,Female,China,Bachelor's,Cloud Computing,Udemy,46,30,70.16,36.12,3,89.99,Desktop,Fast,20,No,59.02,9,6,No,Unemployed,Completed,C,4.0
2862,33,Non-binary,Nigeria,Bachelor's,AI/ML,Udemy,20,15,96.62,8.05,30,70.32,Laptop,Fast,10,No,174.18,10,1,No,Employed,Completed,A,5.0
2863,32,Female,Mexico,Bachelor's,Cloud Computing,Codecademy,26,30,8.23,35.16,50,56.86,Mobile,Fast,14,Yes,80.8,1,8,No,Student,In Progress,F,2.4
2864,27,Male,Mexico,High School,Cloud Computing,Udemy,32,14,90.26,99.08,49,50.91,Desktop,Fast,12,No,102.97,6,1,No,Employed,Completed,A,5.0
2865,21,Female,Mexico,Bachelor's,AI/ML,Udemy,13,24,84.56,39.71,13,29.13,Laptop,Slow,2,No,36.67,10,3,No,Unemployed,Completed,B,4.5
2866,41,Male,Germany,Bachelor's,AI/ML,Udemy,5,24,89.32,66.97,7,29.82,Mobile,Medium,2,No,110.54,10,1,No,Student,Completed,B,4.6
2867,42,Male,Mexico,High School,Digital Marketing,Coursera,44,3,0.58,12.07,100,22.32,Laptop,Fast,19,Yes,52.92,2,2,No,Student,Dropped,F,1.3
2868,23,Male,India,PhD,Web Development,Skillshare,42,5,74.19,92.25,68,38.55,Laptop,Fast,10,No,165.85,3,7,No,Employed,Dropped,F,1.8
2869,34,Female,Germany,High School,Digital Marketing,Pluralsight,51,12,54.89,82.77,7,12.7,Tablet,Fast,20,No,40.05,9,7,No,Unemployed,Dropped,F,1.8
2870,16,Female,China,High School,Cloud Computing,edX,13,20,57.32,38.63,10,38.76,Desktop,Fast,4,No,71.97,5,5,No,Employed,Completed,F,3.7
2871,44,Male,Australia,High School,Cybersecurity,edX,41,14,46.92,34.85,28,83.37,Mobile,Medium,19,No,19.01,5,5,No,Employed,In Progress,F,2.8
2872,50,Male,UK,Master's,AI/ML,LinkedIn Learning,11,30,74.27,43.23,54,87.03,Laptop,Fast,18,No,117.6,1,7,No,Student,Completed,C,4.8
2873,55,Male,China,Bachelor's,Web Development,Udemy,37,5,99.98,40.13,84,64.28,Tablet,Fast,11,No,188.39,10,10,No,Employed,Dropped,F,2.3
2874,29,Female,Japan,Bachelor's,Cloud Computing,Coursera,32,24,71.05,25.81,38,25.68,Laptop,Medium,17,No,34.63,2,10,No,Employed,Completed,C,4.4
2875,50,Male,Germany,Master's,Data Science,Udemy,45,4,67.81,99.08,12,24.03,Desktop,Fast,3,No,3.95,9,5,No,Employed,Completed,D,4.3
2876,35,Male,India,High School,UX Design,Skillshare,42,21,65.44,81.05,63,27.79,Laptop,Fast,7,Yes,84.49,7,8,No,Employed,Completed,D,4.2
2877,28,Male,India,High School,UX Design,Coursera,18,16,69.52,26.79,48,50.0,Desktop,Fast,13,Yes,149.68,4,3,No,Employed,Completed,D,4.5
2878,53,Female,Brazil,High School,Data Science,edX,29,7,34.21,98.17,18,97.64,Desktop,Fast,15,Yes,195.02,7,2,No,Student,Completed,F,3.5
2879,23,Male,USA,Bachelor's,Data Science,Coursera,15,3,32.02,1.55,66,10.92,Laptop,Fast,19,No,10.26,10,10,No,Employed,In Progress,F,3.3
2880,35,Female,Mexico,Bachelor's,AI/ML,Coursera,20,29,78.43,43.79,97,50.05,Laptop,Fast,7,Yes,157.19,2,4,No,Employed,Completed,C,4.7
2881,48,Male,Nigeria,High School,UX Design,edX,44,22,5.31,56.95,82,68.22,Tablet,Medium,4,Yes,73.73,5,7,No,Student,Completed,F,3.3
2882,41,Female,India,High School,AI/ML,Udemy,36,25,75.92,3.76,95,24.57,Laptop,Fast,8,No,30.75,9,9,No,Student,Completed,C,4.9
2883,54,Male,Mexico,High School,AI/ML,Codecademy,5,27,81.38,16.1,99,96.91,Laptop,Fast,1,No,38.46,2,3,No,Unemployed,In Progress,B,3.1
2884,36,Female,Canada,Bachelor's,Cloud Computing,Udemy,40,4,52.16,25.81,51,34.9,Laptop,Medium,7,No,184.78,3,3,No,Student,Completed,F,4.9
2885,24,Male,USA,High School,Web Development,Udemy,37,20,91.01,72.02,77,93.24,Mobile,Medium,6,No,161.87,5,7,No,Employed,Dropped,F,2.1
2886,39,Female,Canada,High School,AI/ML,edX,33,22,47.31,93.97,70,59.74,Desktop,Fast,17,No,62.35,5,1,No,Employed,Completed,F,4.2
2887,52,Female,Nigeria,Bachelor's,Web Development,Pluralsight,18,6,17.81,62.45,19,0.41,Laptop,Fast,20,No,188.04,8,7,No,Employed,Dropped,F,1.4
2888,32,Female,France,Bachelor's,Cybersecurity,Coursera,19,3,36.14,56.27,95,31.11,Laptop,Fast,8,Yes,21.05,7,2,No,Student,Completed,F,3.7
2889,39,Female,Mexico,Bachelor's,Web Development,edX,51,30,90.59,53.68,53,2.15,Laptop,Medium,10,No,64.51,3,10,No,Employed,Completed,A,5.0
2890,36,Male,Germany,Bachelor's,Cybersecurity,Pluralsight,32,1,99.37,35.07,94,38.15,Laptop,Medium,11,Yes,130.58,5,1,No,Employed,In Progress,A,3.9
2891,54,Female,Japan,Bachelor's,Mobile Development,Coursera,42,3,42.19,82.77,85,93.25,Mobile,Fast,7,Yes,199.88,8,10,No,Employed,Completed,F,3.6
2892,54,Female,USA,Bachelor's,AI/ML,Codecademy,22,24,16.68,54.08,4,77.9,Tablet,Fast,16,Yes,93.13,5,9,Yes,Employed,Completed,F,3.7
2893,28,Male,Nigeria,PhD,Cloud Computing,Udemy,41,8,28.63,23.01,94,62.01,Laptop,Medium,18,No,162.14,2,1,No,Employed,In Progress,F,3.1
2894,26,Female,Germany,High School,Data Science,Coursera,1,16,55.33,13.68,78,53.86,Laptop,Fast,0,No,183.17,10,8,No,Employed,Completed,F,3.8
2895,34,Male,India,Bachelor's,AI/ML,edX,25,22,57.21,98.55,61,37.26,Laptop,Fast,2,Yes,1.93,2,10,No,Unemployed,Completed,F,4.9
2896,26,Male,Japan,Bachelor's,Data Science,Coursera,20,7,63.01,1.75,16,21.15,Laptop,Slow,13,No,57.79,1,7,No,Employed,Dropped,F,1.8
2897,28,Male,Australia,High School,Cybersecurity,LinkedIn Learning,35,18,83.54,93.34,52,6.25,Desktop,Slow,17,No,20.07,6,10,No,Employed,In Progress,B,3.9
2898,16,Male,India,Bachelor's,Web Development,edX,45,9,71.12,21.83,36,19.01,Laptop,Fast,1,No,155.21,1,9,No,Student,In Progress,C,3.8
2899,55,Female,UK,High School,Web Development,Coursera,6,3,26.08,65.75,18,35.15,Laptop,Fast,7,No,113.41,8,5,No,Employed,Completed,F,3.7
2900,34,Male,China,Bachelor's,Data Science,Codecademy,6,18,39.5,30.15,9,52.0,Laptop,Slow,16,Yes,19.11,1,3,No,Student,Completed,F,3.9
2901,27,Male,USA,Bachelor's,Web Development,LinkedIn Learning,50,16,83.98,85.98,43,20.44,Laptop,Fast,8,Yes,84.14,8,1,No,Student,Completed,B,4.7
2902,23,Male,Nigeria,High School,AI/ML,edX,37,21,63.34,54.34,97,97.43,Mobile,Fast,11,No,102.79,6,2,No,Employed,Completed,D,4.1
2903,23,Female,UK,Bachelor's,Cybersecurity,Udemy,49,1,16.64,14.11,48,7.69,Laptop,Fast,6,No,139.55,9,6,No,Employed,Completed,F,3.3
2904,27,Female,Mexico,Bachelor's,Data Science,Coursera,3,21,32.55,26.98,88,9.48,Laptop,Medium,0,Yes,155.9,3,8,No,Employed,Completed,F,3.6
2905,48,Male,USA,Bachelor's,Cloud Computing,LinkedIn Learning,37,26,79.11,32.03,36,68.26,Laptop,Fast,20,Yes,17.57,7,9,No,Employed,Completed,C,4.7
2906,41,Male,France,Master's,AI/ML,Pluralsight,31,20,17.21,88.59,57,75.51,Laptop,Fast,20,No,97.53,2,8,No,Student,Completed,F,3.5
2907,54,Male,France,High School,Cybersecurity,Coursera,35,16,69.11,76.67,91,97.25,Laptop,Fast,13,Yes,32.22,5,2,No,Employed,Completed,D,4.4
2908,43,Female,China,Bachelor's,Mobile Development,edX,45,12,56.35,82.96,14,53.04,Laptop,Fast,1,No,150.65,1,1,No,Employed,Completed,F,4.2
2909,20,Female,USA,Master's,Web Development,edX,15,6,14.75,5.23,19,16.59,Laptop,Fast,16,No,131.53,5,10,No,Employed,Completed,F,3.5
2910,23,Male,Germany,High School,Web Development,Udemy,17,28,68.89,57.88,54,93.79,Tablet,Fast,6,No,144.6,8,4,No,Employed,Completed,D,4.2
2911,40,Male,Canada,Bachelor's,Cybersecurity,Pluralsight,15,21,14.23,99.92,12,98.02,Tablet,Fast,14,No,15.0,10,5,No,Employed,In Progress,F,2.3
2912,42,Female,Brazil,Master's,Blockchain,Coursera,5,9,39.84,78.52,19,92.35,Laptop,Fast,8,No,102.06,3,10,No,Employed,Completed,F,3.6
2913,38,Female,Germany,Bachelor's,AI/ML,Udemy,22,21,30.86,12.07,42,87.17,Laptop,Medium,7,No,168.12,6,6,No,Student,Completed,F,3.8
2914,45,Male,China,High School,Mobile Development,Coursera,46,13,69.0,67.88,94,7.76,Tablet,Slow,6,No,142.67,4,4,No,Employed,Completed,D,4.6
2915,38,Male,Nigeria,Bachelor's,Digital Marketing,Udemy,11,24,78.24,74.53,81,85.49,Mobile,Fast,3,No,172.35,8,5,No,Employed,Completed,C,4.2
2916,35,Male,France,Bachelor's,AI/ML,Udemy,28,12,16.83,51.42,40,95.32,Desktop,Slow,9,No,41.22,2,8,No,Employed,Dropped,F,1.5
2917,33,Female,USA,PhD,Cybersecurity,Codecademy,14,13,81.2,7.88,47,55.23,Tablet,Medium,6,No,57.38,5,10,No,Employed,Completed,B,4.9
2918,33,Female,Germany,High School,AI/ML,LinkedIn Learning,39,18,0.72,3.47,55,77.26,Desktop,Fast,14,Yes,88.26,6,3,No,Employed,In Progress,F,3.2
2919,17,Female,Canada,PhD,Cybersecurity,Coursera,3,19,53.01,93.78,91,66.09,Mobile,Fast,12,Yes,104.65,8,1,No,Employed,Completed,F,4.1
2920,19,Female,UK,Bachelor's,AI/ML,LinkedIn Learning,52,19,51.68,25.75,67,28.81,Laptop,Fast,7,No,50.43,2,9,No,Employed,Completed,F,4.1
2921,45,Male,Germany,High School,Cloud Computing,LinkedIn Learning,42,19,62.38,37.9,87,58.75,Desktop,Fast,8,Yes,76.25,9,9,No,Employed,In Progress,D,3.7
2922,48,Female,Mexico,Bachelor's,AI/ML,Udemy,11,6,23.97,79.53,43,88.94,Desktop,Fast,8,No,137.41,7,2,No,Student,In Progress,F,3.2
2923,51,Female,UK,Bachelor's,Data Science,Coursera,30,16,0.99,68.93,72,49.64,Laptop,Fast,4,No,129.08,10,3,No,Employed,Completed,F,2.4
2924,33,Male,China,High School,Digital Marketing,Coursera,38,7,45.48,96.86,46,59.01,Laptop,Fast,20,No,22.09,4,8,No,Employed,Completed,F,3.7
2925,52,Female,UK,High School,Cloud Computing,Udemy,5,7,7.14,9.28,49,53.15,Laptop,Medium,5,No,197.14,10,3,No,Employed,Completed,F,3.4
2926,34,Male,USA,Master's,UX Design,Pluralsight,52,28,89.22,70.69,31,28.24,Laptop,Medium,15,No,112.55,2,3,No,Student,Completed,B,4.4
2927,43,Male,Japan,PhD,AI/ML,edX,22,23,17.37,8.22,95,64.37,Laptop,Fast,15,No,96.71,8,6,No,Student,Dropped,F,1.7
2928,55,Female,Japan,High School,Data Science,Codecademy,13,28,42.52,0.02,53,50.95,Mobile,Medium,13,No,193.45,2,6,No,Student,In Progress,F,3.2
2929,35,Female,Australia,High School,Data Science,Pluralsight,44,19,43.4,12.02,38,23.25,Mobile,Fast,18,No,28.07,2,7,No,Student,Completed,F,4.2
2930,48,Female,Mexico,Master's,Digital Marketing,Udemy,51,16,55.29,61.67,84,89.54,Laptop,Fast,18,No,108.73,9,10,No,Employed,Completed,F,4.2
2931,27,Male,USA,Bachelor's,Data Science,Pluralsight,51,17,78.25,67.62,57,95.0,Laptop,Medium,15,No,161.02,4,4,No,Employed,Completed,C,5.0
2932,30,Female,China,High School,Mobile Development,Coursera,21,22,47.21,43.83,60,5.54,Laptop,Medium,4,Yes,79.78,7,5,No,Unemployed,Completed,F,4.5
2933,54,Female,India,Master's,Web Development,Coursera,37,19,2.58,4.61,90,62.23,Laptop,Fast,0,No,147.26,10,10,No,Employed,Completed,F,3.0
2934,17,Male,Japan,High School,Mobile Development,LinkedIn Learning,25,16,77.11,63.41,99,41.5,Tablet,Slow,4,No,179.83,4,3,No,Employed,Completed,C,4.9
2935,44,Non-binary,China,Bachelor's,Digital Marketing,Udemy,52,29,8.22,8.58,71,52.6,Laptop,Fast,8,No,52.33,5,2,No,Employed,Dropped,F,1.0
2936,25,Female,UK,Bachelor's,Mobile Development,Udemy,21,16,64.16,14.17,82,37.38,Laptop,Medium,20,No,48.29,1,3,No,Employed,In Progress,D,4.0
2937,17,Male,Germany,Bachelor's,Web Development,LinkedIn Learning,28,19,80.34,51.26,92,47.44,Mobile,Fast,6,No,72.14,10,3,No,Student,Completed,B,4.6
2938,26,Female,Japan,High School,Cybersecurity,Codecademy,41,15,28.27,34.04,18,32.34,Desktop,Medium,9,Yes,83.69,1,2,No,Employed,Completed,F,3.7
2939,28,Male,USA,Bachelor's,Data Science,Udemy,4,3,44.91,46.48,68,11.76,Mobile,Medium,14,Yes,22.21,10,1,No,Student,Completed,F,3.6
2940,25,Male,Japan,PhD,Web Development,Udemy,29,15,1.43,63.51,21,30.2,Desktop,Slow,20,No,46.26,10,3,Yes,Employed,Completed,F,2.9
2941,29,Male,Canada,Bachelor's,Web Development,edX,47,25,80.39,16.0,34,67.03,Laptop,Medium,11,No,174.65,3,1,No,Student,In Progress,B,3.7
2942,33,Non-binary,Canada,Bachelor's,Cloud Computing,LinkedIn Learning,35,28,70.33,89.31,9,5.04,Laptop,Fast,12,Yes,113.32,6,8,No,Student,Completed,C,4.7
2943,24,Male,Canada,High School,Data Science,Udemy,23,16,23.14,55.95,14,38.27,Mobile,Medium,17,No,53.56,1,5,No,Employed,Completed,F,3.8
2944,54,Female,Mexico,Master's,Mobile Development,Codecademy,7,20,39.02,2.21,1,4.23,Mobile,Fast,20,Yes,188.72,4,6,No,Student,Dropped,F,2.0
2945,43,Male,Nigeria,PhD,Data Science,LinkedIn Learning,52,5,69.53,62.85,21,35.63,Laptop,Medium,9,No,154.86,9,10,No,Employed,Dropped,F,2.0
2946,18,Female,Japan,Master's,AI/ML,LinkedIn Learning,52,19,35.82,46.32,98,8.76,Laptop,Fast,0,No,72.49,2,7,No,Employed,Completed,F,4.3
2947,35,Female,Australia,Bachelor's,Data Science,Codecademy,46,10,16.24,70.16,82,33.96,Laptop,Fast,3,No,153.09,2,7,No,Student,Completed,F,3.5
2948,21,Female,France,PhD,Digital Marketing,Codecademy,46,13,51.85,78.4,11,83.81,Laptop,Medium,16,Yes,119.21,2,4,No,Student,In Progress,F,2.9
2949,42,Male,China,High School,Data Science,Coursera,9,15,72.36,93.88,97,61.34,Mobile,Fast,20,No,136.76,10,6,No,Student,Completed,C,4.5
2950,17,Female,Nigeria,Bachelor's,Mobile Development,Coursera,23,12,32.08,99.83,61,68.23,Mobile,Fast,12,No,64.29,10,8,No,Employed,Completed,F,3.6
2951,44,Non-binary,Canada,Bachelor's,Cybersecurity,Pluralsight,3,17,12.18,54.96,44,50.38,Tablet,Fast,1,No,41.9,7,6,No,Student,Completed,F,3.5
2952,53,Female,UK,Bachelor's,Blockchain,DataCamp,9,15,82.95,56.15,57,92.24,Laptop,Fast,14,No,50.72,7,7,No,Employed,Completed,B,4.9
2953,18,Female,USA,Master's,Web Development,LinkedIn Learning,4,28,25.28,2.24,19,54.12,Laptop,Fast,11,No,16.75,6,3,No,Employed,Completed,F,3.7
2954,31,Female,Mexico,Bachelor's,AI/ML,Udemy,49,4,51.28,86.52,50,10.43,Desktop,Medium,1,Yes,94.21,2,9,No,Student,Completed,F,3.6
2955,45,Male,Brazil,High School,Cloud Computing,LinkedIn Learning,25,15,69.13,2.87,6,93.31,Laptop,Fast,6,Yes,81.25,5,10,No,Student,In Progress,D,3.4
2956,55,Female,Canada,High School,Mobile Development,Udemy,6,17,31.71,63.27,23,13.31,Laptop,Fast,3,No,0.51,6,2,No,Employed,Dropped,F,1.0
2957,17,Female,China,High School,AI/ML,Skillshare,48,27,64.86,9.86,66,99.92,Desktop,Medium,13,Yes,171.27,6,8,No,Employed,Dropped,F,1.8
2958,32,Male,UK,Bachelor's,Mobile Development,Udemy,18,11,45.97,28.58,69,43.54,Laptop,Medium,17,Yes,136.37,10,8,No,Employed,In Progress,F,3.0
2959,27,Male,USA,High School,Data Science,DataCamp,45,23,57.04,14.03,96,7.35,Laptop,Fast,10,No,89.35,6,2,No,Student,Completed,F,4.0
2960,50,Male,Germany,High School,Cloud Computing,Udemy,7,23,59.06,13.74,52,86.41,Laptop,Fast,2,No,193.4,6,9,No,Employed,Completed,F,4.1
2961,16,Female,India,Bachelor's,Web Development,Codecademy,35,15,82.42,7.46,33,9.29,Desktop,Fast,2,No,188.11,1,3,No,Unemployed,Completed,B,4.6
2962,30,Female,UK,Master's,Data Science,Udemy,31,20,65.63,31.79,32,17.44,Laptop,Fast,17,Yes,19.02,4,10,No,Student,Completed,D,4.5
2963,41,Male,Australia,Master's,AI/ML,Pluralsight,38,21,26.43,42.37,92,41.73,Laptop,Fast,0,No,123.03,1,6,No,Employed,Completed,F,3.3
2964,52,Male,UK,PhD,Mobile Development,DataCamp,32,26,5.96,46.45,22,67.62,Mobile,Fast,12,No,163.4,3,4,No,Student,Completed,F,2.8
2965,36,Male,UK,Master's,DevOps,LinkedIn Learning,35,7,0.2,43.97,57,12.11,Desktop,Fast,4,No,34.59,2,5,No,Employed,Completed,F,2.9
2966,46,Male,Nigeria,High School,AI/ML,LinkedIn Learning,28,13,90.44,52.37,67,62.26,Laptop,Fast,3,Yes,25.59,2,3,No,Employed,In Progress,A,4.3
2967,40,Male,Australia,Master's,Mobile Development,Coursera,44,22,94.21,85.98,68,78.04,Desktop,Medium,2,No,51.96,6,10,No,Employed,Completed,A,5.0
2968,38,Female,Germany,Bachelor's,AI/ML,edX,5,13,9.41,63.18,97,12.35,Desktop,Medium,18,No,55.93,1,8,No,Unemployed,In Progress,F,2.3
2969,39,Male,Mexico,Bachelor's,Cloud Computing,Codecademy,30,20,48.71,1.73,79,64.76,Desktop,Fast,12,No,193.0,4,10,No,Employed,In Progress,F,3.4
2970,53,Female,Japan,Bachelor's,Data Science,Udemy,22,20,15.16,17.3,39,95.89,Laptop,Fast,15,Yes,156.1,9,10,No,Unemployed,Completed,F,3.3
2971,43,Female,USA,Master's,Cybersecurity,Pluralsight,17,2,94.87,34.89,46,96.74,Tablet,Fast,18,No,11.95,3,8,No,Employed,In Progress,A,4.2
2972,36,Male,UK,Bachelor's,Data Science,LinkedIn Learning,10,10,24.68,94.9,42,16.17,Mobile,Medium,0,No,157.3,8,7,No,Employed,Completed,F,3.5
2973,33,Female,UK,High School,Web Development,Udemy,7,18,50.16,7.81,60,75.97,Laptop,Fast,17,Yes,33.93,9,7,No,Employed,Completed,F,3.9
2974,51,Female,France,Bachelor's,Cybersecurity,Udemy,4,28,16.56,71.01,41,84.66,Laptop,Fast,6,No,71.45,2,2,No,Student,In Progress,F,2.8
2975,50,Female,Australia,High School,Digital Marketing,Udemy,42,20,33.28,3.31,61,88.9,Desktop,Medium,2,No,63.7,5,10,No,Student,Completed,F,4.0
2976,24,Male,China,PhD,Cybersecurity,Coursera,27,5,26.68,36.25,66,32.37,Laptop,Medium,19,No,54.48,6,6,No,Student,Completed,F,3.2
2977,53,Male,UK,Bachelor's,Blockchain,Codecademy,7,20,47.54,77.01,54,27.01,Laptop,Fast,9,Yes,61.75,5,4,No,Student,Dropped,F,1.7
2978,45,Male,UK,Bachelor's,Digital Marketing,LinkedIn Learning,23,30,41.98,34.39,48,4.79,Desktop,Medium,20,Yes,150.84,6,9,No,Unemployed,Completed,F,4.2
2979,49,Male,Australia,Master's,Web Development,Udemy,11,19,33.08,43.03,48,39.95,Desktop,Fast,7,No,53.31,5,5,No,Student,Completed,F,3.5
2980,47,Male,China,Bachelor's,AI/ML,Udemy,8,27,10.59,90.53,77,12.4,Tablet,Fast,1,Yes,160.14,7,6,No,Student,Completed,F,3.2
2981,18,Male,Australia,High School,Cloud Computing,LinkedIn Learning,8,2,48.45,6.62,32,78.63,Desktop,Fast,9,No,18.2,5,7,No,Student,In Progress,F,3.2
2982,18,Male,Nigeria,High School,Blockchain,Udemy,37,4,85.02,52.77,27,14.3,Laptop,Fast,20,No,119.03,5,2,No,Employed,Completed,B,4.9
2983,43,Male,Mexico,Bachelor's,DevOps,Udemy,5,30,73.02,36.62,56,81.89,Desktop,Fast,17,Yes,172.6,7,1,No,Employed,In Progress,C,3.9
2984,30,Male,UK,Master's,Digital Marketing,Udemy,7,16,72.06,96.38,40,10.76,Tablet,Fast,11,No,15.86,3,6,No,Employed,Completed,C,4.2
2985,38,Male,Canada,Master's,Cybersecurity,Codecademy,22,27,36.61,79.37,78,48.06,Laptop,Fast,13,No,126.98,10,9,No,Employed,Completed,F,3.8
2986,55,Non-binary,USA,PhD,Digital Marketing,Coursera,36,21,70.84,12.21,3,38.46,Desktop,Medium,1,No,102.32,7,7,No,Employed,Completed,C,5.0
2987,26,Male,China,High School,Web Development,Udemy,2,16,46.55,92.74,19,60.15,Laptop,Fast,16,No,66.39,8,9,No,Unemployed,Completed,F,4.0
2988,47,Female,Canada,High School,Web Development,DataCamp,24,17,15.03,21.12,88,51.88,Mobile,Medium,19,No,20.13,5,3,No,Student,In Progress,F,2.1
2989,51,Male,Australia,High School,Cloud Computing,Coursera,51,15,41.9,8.48,34,59.86,Tablet,Fast,11,No,135.3,4,5,No,Employed,Completed,F,3.5
2990,48,Female,France,Master's,Mobile Development,Codecademy,2,13,13.27,54.16,52,0.1,Laptop,Medium,6,Yes,61.88,2,6,No,Employed,Completed,F,3.1
2991,39,Male,UK,High School,UX Design,Udemy,48,1,11.45,73.66,38,12.75,Desktop,Fast,14,Yes,67.78,5,6,No,Student,Completed,F,3.3
2992,54,Female,France,High School,Web Development,Coursera,12,22,2.31,71.61,52,51.71,Desktop,Fast,1,No,143.52,6,5,No,Employed,In Progress,F,2.7
2993,49,Female,Nigeria,Bachelor's,Digital Marketing,Coursera,47,5,28.29,53.41,85,22.97,Tablet,Fast,11,No,189.07,9,2,No,Employed,Completed,F,3.4
2994,43,Male,France,Bachelor's,Mobile Development,Coursera,42,27,33.09,49.27,98,7.63,Tablet,Slow,16,No,66.73,6,10,No,Student,Completed,F,3.8
2995,52,Female,Australia,Bachelor's,Cybersecurity,Coursera,26,20,69.94,96.95,91,21.77,Laptop,Fast,0,No,149.35,6,3,No,Employed,Dropped,F,1.4
2996,22,Female,Nigeria,Bachelor's,Web Development,Coursera,38,1,53.8,82.06,9,77.99,Laptop,Fast,7,Yes,191.32,6,6,No,Employed,In Progress,F,3.3
2997,19,Male,France,Bachelor's,Cybersecurity,Udemy,45,12,85.84,69.86,79,54.17,Tablet,Medium,4,No,19.57,8,9,No,Student,Completed,B,4.8
2998,52,Female,Japan,Bachelor's,Cybersecurity,Coursera,6,30,17.65,19.52,86,19.01,Laptop,Slow,7,No,105.84,6,10,No,Employed,In Progress,F,3.0
2999,16,Female,Japan,Master's,Cybersecurity,LinkedIn Learning,23,23,26.6,81.98,82,1.6,Laptop,Slow,19,No,2.23,1,8,No,Employed,Completed,F,3.6
3000,16,Female,Mexico,Bachelor's,Cybersecurity,Pluralsight,2,15,94.11,74.98,64,35.76,Laptop,Slow,13,No,165.04,1,8,No,Employed,Completed,A,4.5
3001,35,Male,UK,High School,Mobile Development,Codecademy,26,4,44.4,99.2,0,35.75,Desktop,Fast,5,No,57.38,10,8,No,Employed,Dropped,F,1.9
3002,34,Female,UK,High School,Web Development,edX,14,19,78.91,13.3,52,73.51,Laptop,Fast,17,Yes,66.55,2,6,No,Employed,Completed,C,3.8
3003,44,Female,Canada,High School,AI/ML,DataCamp,18,30,49.22,71.53,45,91.94,Tablet,Medium,4,No,137.46,1,3,No,Employed,Completed,F,3.9
3004,25,Female,Nigeria,Master's,Cybersecurity,Coursera,38,16,47.11,97.91,25,37.2,Tablet,Fast,9,No,157.84,3,5,No,Student,Completed,F,3.9
